 
Quinary Quadratic Forms of Discriminants 323 to 345

D=  323; GENUS#    1; MASS=     145/      32; HASSE SYMBOLS ARE  1 1 1        
   1   1   1   1  41   0   0   0   1   1   0   0   1   1   0;     96
   1   1   1   2  16   1   0   0   0   0   1   0   1   1   0;     24
   1   1   1   2  25   1   1   0   0   1   0   0   0   0   1;     48
   1   1   1   5   5   0   0   0   1   1   0   0   1   1   0;     32
   1   1   1   5   7   1   0   0   1   0   1   0   0   0   4;     24
   1   1   1   7   7   1   1   0   0   1   0   0   0   1   4;     96
   1   1   2   2   7   0   1   0   0   0   1   0   1   0   2;      8
   1   1   2   2  10   0   1   1   1   0   2   0   0   1   0;      8
   1   1   2   2  11   1   1   0   1   0   0   0   0   1   2;     12
   1   1   2   3   5   0   0   0   1   1   1   0   1   2   1;     16
   1   1   2   3   5   0   1   0   0   0   0   0   1   2   2;      8
   1   1   2   3   5   0   1   0   1   1   0   1   0   0   0;      8
   1   1   2   3   6   0   1   0   1   1   0   0   0   2  -3;      8
   1   1   2   3   7   1   1   0   0   1   0   0   0   2   2;     12
   1   1   2   3   7   1   1   0   1   0   0   0   0   2   1;     12
   1   1   2   4   4   0   1   1   1   0   0   0   1   0  -1;     16
   1   1   2   4   5   0   1   0   0   1   2   1   0   0  -4;      8
   1   2   2   2   4   1   1   0   0   0   1   0   0   1  -1;      4
   1   2   2   2   4   1   1   0   0  -1   1   0   0   1   0;      4
   1   2   2   2   5   1   0   0   0   1   2   1   0   1  -1;      8
   1   2   2   2   5   1   0   2   0   1   0   1   0  -1   1;      4
   1   2   2   2   6   1   0   2   0   1   2   0   2   1   0;      4
   1   2   2   3   3   0   0   0   0   2   1   1   1   2   1;      8
   1   2   2   3   3   1   0   1   0   0   2   0   1   1   2;      4
   1   2   2   3   3   1   0   1   0   0   2   1   0   1   1;      4
   1   2   2   3   3   1   0   1   0   1   1   1   0  -2   0;      4
   1   2   2   3   3   1   0   1   1   0   1   1   1   1   2;      4
   2   2   2   2   3   1   1   0   1   0  -1   0   2   0   2;      2
   2   2   2   2   3   2   1   0  -1  -1   1   2   0   0   0;      2
D=  323; GENUS#    2; MASS=     181/      40; HASSE SYMBOLS ARE  1-1-1        
   1   1   1   1  65   1   0   0   1   0   1   0   0   1   0;    240
   1   1   1   2  14   0   0   0   1   1   0   0   1   1   0;     16
   1   1   1   2  17   1   0   0   1   0   0   0   0   1   2;     24
   1   1   1   2  19   1   0   0   1   0   1   0   0   0   0;     48
   1   1   1   5   6   1   0   0   0   0   1   0   1   0   0;     48
   1   1   1   6   8   1   1   0   1   0   0   0   0   1   2;     48
   1   1   2   2   8   0   1   0   0   1   1   0   1   2   1;      8
   1   1   2   2   8   0   1   1   0   0   1   0   1   2   0;      8
   1   1   2   2  12   1   1   0   0   1   1   0   1   0   0;     12
   1   1   2   3   5   0   1   0   0   0   2   0   1   0   0;     16
   1   1   2   3   5   0   1   0   0   1   1   1   1   0   1;      8
   1   1   2   3   6   0   1   0   0   1   2   1   1   0  -1;      8
   1   1   2   3   6   1   0   0   1   1   1   0   1   1  -1;     12
   1   1   2   4   5   1   1   0   0   0   0   1   0   0   3;     12
   1   1   2   4   5   1   1   0   0   1   0   1   0   0  -2;     12
   1   1   2   4   6   1   1   0   0   1   1   1   0   0  -4;     24
   1   1   3   3   4   1   1   0   0   1   0   0   0   1  -1;     24
   1   2   2   2   4   0   0   0   1   1   1   0   0   1   2;      4
   1   2   2   2   4   0   0   0   1   1   1   0   1   2   1;      4
   1   2   2   2   4   1   0   1   0  -1   1   0   0   1   1;      8
   1   2   2   2   5   1   0   1   1   0   1   0   1   0   2;      4
   1   2   2   2   5   1   0   2   0   0   1   0   2   1   0;      4
   1   2   2   2   6   0   0   1   1   2   2   0   1  -1   0;      8
   1   2   2   3   3   1   0   1   0   0   0   0   2   1   2;      4
   1   2   2   3   3   1   0   1   0   0   0   0   2   2   1;      4
   1   2   2   3   4   1   0   1   0   2   2   0   0   2   3;      4
   1   2   2   3   4   1   0   2   0   0   2   0   0   1  -1;      4
   1   2   3   3   3   1   0   2   0   0   2   1   0  -3   0;      8
   2   2   2   2   2   1   1   1   0   1   0   0   1  -1   1;      4
   2   2   2   2   3   1   1   0   1   1   2   2   2   0   0;      4
   2   2   2   3   3   2   1  -1   2   0   0   0   1   0   2;      2
D=  324; GENUS#    1; MASS=     405/     256; HASSE SYMBOLS ARE  1 1          
   1   1   1   1  21   0   0   0   0   0   0   0   1   1   1;    192
   1   1   1   1  81   0   0   0   1   1   1   0   0   0   0;   2304
   1   1   1   3   9   0   0   0   1   1   0   0   0   0   3;     32
   1   1   1   3  10   0   0   0   1   1   1   0   0   0   3;     96
   1   1   1   4   7   0   0   0   1   1   1   1   1   1   1;     96
   1   1   1   5  10   1   1   0   1   0   0   1   0   0   4;     96
   1   1   2   2   9   1   0   0   1   0   0   1   0   2   0;     24
   1   1   2   2  10   1   0   0   0   0   2   0   1   0   2;     72
   1   1   2   2  12   1   1   0   0   1   1   0   1  -1   0;     24
   1   1   2   3   5   0   0   0   0   1   0   0   0   2   3;     16
   1   1   2   3   5   0   0   0   1   1   1   0   0   2   2;     16
   1   1   2   4   5   1   0   0   1   0   0   0   1   2  -3;     24
   1   2   2   2   5   1   0   0   0   1   2   0   0   0   2;      8
   1   2   2   2   6   0   0   2   0   2   0   1   2   0   1;     24
   1   2   2   2   7   0   0   2   1   2   0   0   0   2   0;     24
   1   2   2   3   3   0   0   0   0   0   2   1   1   2   0;      8
   1   2   2   3   3   0   0   2   0   0   0   0   0   2   1;     24
   1   2   2   3   3   0   0   2   0   0   0   1   0   1   2;      8
   1   2   2   3   3   1   0   1   0   2   0   1   0  -1   0;      4
   1   2   2   3   4   0   0   2   0   2   0   1   2   0   0;     24
   1   2   2   3   4   1   0   2   0   2   0   1   0   0   0;      8
   2   2   2   3   3   2   1   0   0   2   1   2   0  -1   0;      4
   2   2   2   3   3   2   2   0   0   2   0   2   0   1   0;     12
D=  324; GENUS#    2; MASS=      45/      64; HASSE SYMBOLS ARE -1-1          
   1   1   1   1  27   0   0   0   1   0   0   0   0   0   0;    192
   1   1   1   3   7   0   0   0   0   0   0   0   0   1   0;     64
   1   1   1   3   8   0   0   0   0   0   0   0   1   1   3;     64
   1   1   1   4   7   1   0   0   0   0   0   0   0   0   2;     48
   1   1   2   2   7   0   1   0   1   0   0   0   0   1  -1;     16
   1   1   2   3   4   0   1   0   0   0   0   0   0   1   0;     16
   1   1   2   4   5   1   0   0   0   0   2   0   0   0   4;     48
   1   1   3   3   4   0   0   0   0   0   3   0   0   0   3;     96
   1   1   3   3   4   0   0   0   1   1   3   0   0   0   1;     32
   1   2   2   2   4   0   0   0   0   1   0   0   2   2   2;     16
   1   2   2   2   4   0   0   1   0   1   1   0   2   2   2;     24
   1   2   2   2   5   1   1   0   0  -1   1   0   2  -2   0;      8
   1   2   2   3   3   1   0   2   0   0   0   1   0   0   0;     16
   2   2   2   2   3   1   1   1   2   0   0   0   2   2   0;      8
   2   2   2   2   4   2   1  -1  -1   1  -1   0   2   0   0;     24
D=  324; GENUS#    3; MASS=       5/      96; HASSE SYMBOLS ARE -1-1          
   1   1   1   1  36   1   0   0   0   0   1   0   0   0   0;    576
   1   1   2   2  10   0   1   1   1   1   1   0   1   2   2;     64
   1   1   3   3   4   1   0   0   0   0   3   0   0   0   0;    288
   1   2   2   3   4   1   1   0   0   0   0   0   2  -2   3;     32
D=  324; GENUS#    4; MASS=      81/      64; HASSE SYMBOLS ARE  1 1          
   1   1   1   1  41   0   0   0   1   1   0   0   0   0   1;    192
   1   1   1   2  11   0   0   0   0   0   0   1   1   1   1;     96
   1   1   1   2  17   0   0   0   1   1   1   0   0   0   2;     96
   1   1   1   5   5   0   0   0   0   0   0   0   1   1   3;     32
   1   1   1   5   5   0   0   0   0   0   0   1   1   1   2;     96
   1   1   1   5   6   1   0   0   1   0   0   0   0   0   2;     24
   1   1   1   6   9   1   1   0   1   0   0   0   0   0   6;     96
   1   1   2   2   8   0   1   1   0   0   1   1   1   1   1;     16
   1   1   2   3   5   0   0   0   1   0   2   1   0   0   2;     16
   1   1   2   3   5   0   1   1   0   0   0   0   0   1   2;     16
   1   1   2   3   6   0   1   1   1   1   0   0   0   1  -1;     16
   1   1   2   4   5   1   1   0   1   0   0   1   0   0   2;     12
   1   1   3   3   4   0   1   1   0   0   2   1   1   1   2;     16
   1   2   2   2   4   0   0   0   1   0   1   1   2   1   1;      8
   1   2   2   2   5   1   0   2   0   1   0   1   0   0   1;      8
   1   2   2   3   3   1   0   0   0   0   2   1   0   0   2;      8
   1   2   2   3   4   1   0   2   0   0   2   0   1   0  -2;      8
   2   2   2   2   3   1   0   0   0   0   2   0   2   0   2;     12
   2   2   2   2   3   2   1   0   0   2   0   1   0   0   0;     12
   2   2   2   3   3   2   2   0   2   0   0   0   0   1   1;     12
D=  324; GENUS#    5; MASS=      45/      64; HASSE SYMBOLS ARE -1-1          
   1   1   1   2  14   0   0   0   1   1   0   1   1   0   1;     64
   1   1   1   4   6   0   0   0   1   0   0   0   0   0   3;     32
   1   1   2   3   6   0   1   1   1   1   1   1   1   1   0;     32
   1   1   2   4   4   0   1   0   0   0   1   0   0   2  -2;      8
   1   1   2   4   4   0   1   0   0   0   2   0   0   2   2;     16
   1   2   2   2   4   0   0   0   0   2   0   0   1   1   2;     16
   1   2   2   3   3   1   0   1   1   0   1   1   0   1   0;      8
   1   2   2   3   4   1   0   2   1   0   0   0   0   2   2;      8
   2   2   2   2   3   2   1  -1   0   0   1   0   0   0   2;      8
D=  324; GENUS#    6; MASS=      15/      64; HASSE SYMBOLS ARE  1 1          
   1   1   1   2  14   1   0   0   0   0   0   0   0   0   2;     96
   1   1   1   3  14   1   1   0   0   0   0   1   0   0   0;    192
   1   1   2   3   4   0   0   0   0   0   0   1   1   1   0;     32
   1   1   2   3   6   1   0   0   0   0   2   0   0   2   0;     48
   1   1   2   3   6   1   1   0   0   0   0   0   0   2   0;     24
   1   2   2   3   3   1   0   0   0   0   0   0   2   2   0;     16
   1   2   3   3   3   0   0   0   0   0   3   0   2   0   3;     48
   2   2   2   2   3   1   1   1   0   0   0   2   2   2   2;     24
D=  324; GENUS#    7; MASS=       9/      16; HASSE SYMBOLS ARE -1-1          
   1   1   1   2  16   1   0   0   0   0   1   0   0   0   2;     48
   1   1   1   4   8   1   0   0   0   0   0   0   0   1   4;     96
   1   1   2   2   7   0   1   0   1   0   0   0   1   0   0;     32
   1   1   2   2   7   1   0   0   0   0   0   0   0   1   1;     48
   1   1   2   4   4   1   0   0   0   0   1   0   0   2   0;     24
   1   1   3   3   5   0   0   0   1   1   3   0   1   0   3;     16
   1   2   2   2   4   1   0   1   0   1   1   0   1  -1  -1;      8
   1   2   3   3   3   1   0   0   0   0   3   1   0   0   3;     24
   1   2   3   3   3   1   1   0   0   0   3   1   0   2   3;     16
   1   3   3   3   3   0   0   3   1   3   0   1   3   0   2;     48
   2   2   2   2   2   1   1   1   1   1   0   1   1   1   1;     24
   2   2   2   2   3   1   1   1   1   1   1   0   2   2  -1;     12
D=  324; GENUS#    8; MASS=      15/      64; HASSE SYMBOLS ARE  1 1          
   1   1   1   2  27   1   1   0   1   0   0   0   0   0   0;    192
   1   1   2   2   7   0   0   0   0   0   2   0   1   0   0;     96
   1   1   2   4   5   0   1   1   1   1   1   0   0   0   4;     32
   1   1   3   3   3   0   1   0   1   0   0   1   0   0   0;     48
   1   1   3   3   4   1   0   0   0   0   0   0   1   2   2;     24
   1   2   2   2   4   0   0   2   1   0   0   0   0   0   1;     48
   1   2   2   3   4   0   0   2  -1   1  -1   0   0   0   3;     16
   1   2   3   3   3   1   0   2   0   2   0   0   2   0   0;     24
D=  324; GENUS#    9; MASS=      15/     128; HASSE SYMBOLS ARE  1 1          
   1   1   1   3   9   0   0   0   1   1   1   0   0   0   0;    192
   1   1   1   5   5   0   0   0   1   1   0   1   1   0   1;    128
   1   2   2   2   5   1   0   2   0   1   0   0   1   2   0;     16
   2   2   2   3   3   2   2   0   0   2   0   0   1   0   3;     24
D=  324; GENUS#   10; MASS=       5/     128; HASSE SYMBOLS ARE -1-1          
   1   1   1   3   9   1   0   0   0   0   0   0   0   0   0;     96
   1   1   2   2   9   0   1   1   1   1   1   0   0   0   0;    128
   1   1   3   3   3   0   0   0   0   0   0   0   0   0   3;    192
   1   1   3   3   4   0   0   0   0   0   0   0   1   3   3;     64
D=  324; GENUS#   11; MASS=       1/      32; HASSE SYMBOLS ARE -1-1          
   1   1   1   3  10   1   0   0   0   0   0   0   0   1   3;     96
   1   1   3   4   4   1   0   0   0   0   0   0   0   3   4;     96
   1   2   2   3   3   1   1   0   0   0   0   0   0   0   3;     96
D=  324; GENUS#   12; MASS=      15/      16; HASSE SYMBOLS ARE -1-1          
   1   1   1   4   7   1   0   0   0   0   0   0   0   1   0;     96
   1   1   1   5   7   1   0   0   0   0   1   0   0   0   5;     48
   1   1   2   2   8   0   1   0   1   0   0   0   1   2  -2;     32
   1   1   2   3   5   0   1   0   0   0   0   0   1   1   3;     16
   1   2   2   2   4   1   1   0   0  -1   1   0   0   0   1;      8
   1   2   2   2   4   1   1   0   1   1   0   0   0   0   0;     48
   1   2   2   2   5   1   1   0   1   1   0   0   1   2   1;     24
   1   2   2   2   6   0   0   1   1   2   2   1   0   0   0;      8
   1   2   2   2   7   0   0   0   1   2   2   0   1   1   1;     16
   1   2   2   3   3   1   1   0   1   1   0   1   1   0   2;     16
   2   2   2   2   2   1   1   0   0   1   1   0   1   1   1;      8
   2   2   2   2   3   1   1   1   1   2   2   1  -1  -1  -1;      4
D=  324; GENUS#   13; MASS=      15/      64; HASSE SYMBOLS ARE  1 1          
   1   1   1   5   9   1   1   0   1   0   0   0   0   0   0;    192
   1   1   2   3   5   0   0   0   1   0   2   0   0   2   1;     32
   1   1   2   4   4   0   0   0   1   1   1   1   1   1  -1;     32
   1   1   2   4   6   1   1   0   1   0   0   0   0   2  -4;     24
   1   2   2   3   4   1   0   0   0   2   2   0   1   0  -2;      8
D=  324; GENUS#   14; MASS=       5/     192; HASSE SYMBOLS ARE  1 1          
   1   1   1   6   6   1   0   0   0   0   0   0   0   0   6;    288
   1   1   2   3   5   0   1   1   0   0   0   1   1   1   0;     64
   2   2   2   2   2   1   0   0   0   0   2   1   1   0   0;    144
D=  324; GENUS#   15; MASS=       1/      16; HASSE SYMBOLS ARE -1-1          
   1   1   2   2   8   1   0   0   0   0   1   0   0   2   2;     48
   1   3   3   3   3   0   0   0   0   0   3   1   3   0   3;     48
   2   2   2   3   3   1   1   1   0   0   0   2   2  -1   3;     48
D=  324; GENUS#   16; MASS=       5/      96; HASSE SYMBOLS ARE  1 1          
   1   1   2   2   9   1   0   0   0   0   2   0   0   0   0;    288
   1   2   2   3   3   0   0   2   0   0   0   0   0   0   3;    288
   1   2   2   3   3   0   0   2   0   0   0   1   1   2   0;     32
   2   2   2   3   3   1   1   1   2   2   2   2   2   2   0;     72
D=  324; GENUS#   17; MASS=      15/      16; HASSE SYMBOLS ARE -1-1          
   1   1   2   2  10   0   1   1   1   0   2   0   0   0   1;     16
   1   1   2   4   4   0   1   1   0   0   0   0   1   2   0;     32
   1   1   2   4   5   0   1   1   0   0   0   0   1   2   4;     32
   1   1   2   4   5   0   1   1   1   0   2   0   1   2   3;     16
   1   2   2   2   4   0   0   0   1   1   1   1   0   0   2;      8
   1   2   2   3   4   1   0   2   1   1   1   0   0   2   2;      4
   2   2   2   2   3   2   1  -1   0   0   1   1   2   0   0;      4
   2   2   2   2   4   2   1  -1   0   0   2   1   2   0   1;      8
D=  324; GENUS#   18; MASS=       9/      16; HASSE SYMBOLS ARE -1-1          
   1   1   2   3   5   0   1   0   1   1   0   1   0   0   1;      8
   1   1   3   3   4   0   1   1   1   1   0   0   1   2  -1;     16
   1   2   2   2   4   0   0   0   1   1   1   0   1   1  -1;      8
   1   2   2   3   3   1   0   1   1   0   0   1   0   1  -1;      4
D=  324; GENUS#   19; MASS=       5/      64; HASSE SYMBOLS ARE -1-1          
   1   1   2   3   5   1   0   0   0   0   0   0   0   2   0;     96
   1   2   2   2   3   0   0   1   0   1   1   0   0   0   0;     48
   1   2   2   2   5   0   0   2   0   1   2   0   1   2   1;     64
   1   2   3   3   3   0   0   0   0   0   0   1   1   3   3;     32
D=  324; GENUS#   20; MASS=       5/    2304; HASSE SYMBOLS ARE  1 1          
   1   1   3   3   3   1   0   0   0   0   0   0   0   0   0;    576
   1   3   3   3   3   0   0   0   0   0   0   0   3   3   3;   2304
D=  324; GENUS#   21; MASS=       5/      48; HASSE SYMBOLS ARE -1-1          
   1   1   3   3   5   1   0   0   0   0   3   0   0   0   3;    144
   1   2   2   3   3   0   0   1   0   0   0   1   1   1   3;     16
   2   2   2   2   4   1   1   1   2   2  -1   0   0   0   0;    288
   2   2   2   3   3   2   1  -1   1   2   1   1   2   1   2;     32
D=  324; GENUS#   22; MASS=       1/     240; HASSE SYMBOLS ARE -1-1          
   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1;    240
D=  324; GENUS#   23; MASS=       1/     192; HASSE SYMBOLS ARE -1-1          
   2   2   2   2   3   2   1  -1  -1   1  -1   0   0   0   0;    192
D=  324; GENUS#   24; MASS=       1/     144; HASSE SYMBOLS ARE -1-1          
   2   2   2   2   5   1   1   1   2   2  -1   1   1   1   2;    144
D=  325; GENUS#    1; MASS=      35/       8; HASSE SYMBOLS ARE -1 1-1        
   1   1   1   1  41   0   0   0   1   1   0   0   1   0   0;     96
   1   1   1   2  12   0   0   0   1   0   0   0   0   1   1;     16
   1   1   1   2  25   1   1   0   0   1   0   0   0   0   0;     96
   1   1   1   3  11   1   0   0   0   0   1   0   1   0   3;     24
   1   1   1   3  11   1   0   0   1   0   0   0   0   0   3;     24
   1   1   1   3  11   1   0   0   1   0   0   0   1   1  -2;     24
   1   1   1   4  12   1   1   0   1   0   0   0   0   1   0;     48
   1   1   1   5   9   1   1   0   0   1   0   0   0   0   2;     48
   1   1   2   2   7   0   1   0   0   0   1   1   0   0  -2;     16
   1   1   2   2   9   1   0   0   1   0   1   0   0   1   1;     12
   1   1   2   2  10   1   1   0   0   1   0   0   0   0   1;     12
   1   1   2   3   5   0   0   0   1   0   2   1   0   1   0;      8
   1   1   2   3   5   0   1   0   0   1   1   1   1   0   0;      8
   1   1   2   3   6   0   1   1   1   0   2   0   1   0   0;      8
   1   1   2   3   6   1   1   0   0   0   1   0   0   1  -1;     12
   1   1   2   3   7   1   1   0   0   0   1   1   0   0   3;     12
   1   1   2   3   7   1   1   0   1   0   0   0   1  -2   0;     24
   1   1   2   4   4   0   1   0   0   0   0   1   1   0   3;      8
   1   1   2   4   5   1   1   0   0   1   0   0   1   0  -1;     12
   1   1   2   4   5   1   1   0   1   0   0   0   0   1   2;     12
   1   1   2   4   5   1   1   0   1   0   0   0   1   0   1;     12
   1   1   3   3   3   0   0   0   0   1   0   0   1   1   2;      8
   1   1   3   3   3   0   0   0   0   1   1   1   0   1  -1;     16
   1   1   3   3   4   1   0   0   1   0   1   0   0   2  -1;     12
   1   1   3   3   4   1   0   0   1   0   1   0   1   0   1;     12
   1   1   3   4   4   1   1   0   0   0   1   0   1   0  -4;     12
   1   2   2   2   4   0   0   1   0   1   0   1   2   0  -1;      4
   1   2   2   2   4   1   0   1   0   0   1   0   1   0  -2;      4
   1   2   2   2   5   1   0   2   0   0   1   0   0   0   2;      4
   1   2   2   3   3   0   0   1   0   0   2   0   2   2   1;      4
   1   2   2   3   3   1   0   1   0   1   0   1   2   0   2;      4
   1   2   2   3   3   1   0   1   0  -1   1   1   2   0   0;      4
   1   2   2   3   3   1   1   0   0   0   1   1   0   0  -2;      4
   1   2   2   3   4   1   0   2   0   2   1   0   2   1   2;      4
   1   2   3   3   3   1   0   0   0   1   3   1   0   2   3;      4
