 
Quinary Quadratic Forms of Discriminants 501 to 513

D=  501; GENUS#    1; MASS=    2789/     288; HASSE SYMBOLS ARE -1 1-1        
   1   1   1   1  42   0   0   0   1   0   0   0   0   1   0;     96
   1   1   1   1  56   1   0   0   0   0   1   0   0   0   1;    144
   1   1   1   1  63   0   0   0   1   1   0   0   1   0   0;     96
   1   1   1   2  21   1   0   0   0   0   0   0   0   0   1;     48
   1   1   1   2  24   1   0   0   0   0   1   0   0   0   1;     48
   1   1   1   3  12   0   0   0   1   0   0   0   0   1   2;     16
   1   1   1   3  14   1   0   0   0   0   0   0   0   0   1;     48
   1   1   1   3  15   1   0   0   0   0   0   0   1   0   3;     48
   1   1   1   3  16   1   0   0   0   0   1   0   0   0   3;     48
   1   1   1   3  16   1   0   0   1   0   0   0   0   1   1;     24
   1   1   1   3  16   1   0   0   1   0   0   0   1   0   0;     24
   1   1   1   3  18   1   0   0   1   0   1   1   0   1   0;     24
   1   1   1   3  22   1   1   0   0   0   0   0   0   1   3;     96
   1   1   1   4  11   1   0   0   0   0   0   0   0   0   3;     48
   1   1   1   4  12   1   0   0   1   0   0   0   0   0   3;     24
   1   1   1   4  12   1   0   0   1   0   0   1   0   1   0;     24
   1   1   1   4  18   1   1   0   0   1   0   0   1   0   3;     48
   1   1   1   5   9   1   0   0   0   0   1   0   0   0   2;     48
   1   1   1   5   9   1   0   0   1   0   0   0   0   0   1;     24
   1   1   1   5  10   1   0   0   1   0   0   0   1   0  -4;     24
   1   1   1   6   7   1   0   0   0   0   0   0   0   0   1;     48
   1   1   1   6   8   1   0   0   0   0   0   0   0   0   5;     48
   1   1   1   7   7   1   0   0   0   0   1   0   1   1   3;     24
   1   1   1   7   8   1   0   0   0   0   1   0   0   0   7;     48
   1   1   1   7   8   1   0   0   1   0   1   0   1   1   5;     24
   1   1   2   2  11   0   1   0   1   0   0   1   1   0   1;     16
   1   1   2   2  16   1   1   0   0   1   0   0   0   1  -2;     24
