Quinary Quadratic Forms of Discriminants 271 to 300

D=  271; GENUS#    1; MASS=      51/       8; HASSE SYMBOLS ARE  1 1          
   1   1   1   2  12   1   0   0   0   0   0   0   1   1   1;     24
   1   1   1   2  21   1   1   0   0   1   0   0   0   0   1;     48
   1   1   1   2  23   1   1   0   1   0   0   0   0   1   0;     48
   1   1   1   3   9   1   0   0   0   0   1   0   1   1   2;     24
   1   1   1   3  10   1   0   0   1   0   1   0   1   1   1;     24
   1   1   1   3  12   1   1   0   0   0   0   0   0   1   2;     48
   1   1   1   3  13   1   1   0   0   1   0   0   0   0   1;     48
   1   1   1   3  14   1   1   0   0   1   0   0   0   1   3;     48
   1   1   1   4  10   1   1   0   0   1   0   1   0   0   1;     48
   1   1   2   2   6   0   1   0   0   0   1   0   1   0   2;      8
   1   1   2   2   9   1   1   0   0   1   0   0   1   0  -1;     12
   1   1   2   3   4   0   0   0   0   1   1   1   0   2   0;      8
   1   1   2   3   4   0   0   0   0   1   1   1   1   1   2;      8
   1   1   2   3   4   0   0   0   1   1   1   0   1   1   0;      8
   1   1   2   3   4   0   1   0   0   1   1   1   0   0   0;      8
   1   1   2   3   5   0   1   1   0   1   0   0   0   0   3;      8
   1   1   2   3   5   0   1   1   0   1   0   0   0   2   1;      8
   1   1   2   3   5   1   0   0   0   0   2   0   1   1   0;     12
   1   1   2   3   5   1   1   0   0   0   0   0   0   1   2;     12
   1   1   2   3   5   1   1   0   0   0   0   1   0   0   1;     12
   1   1   2   3   6   1   1   0   0   1   1   0   0   1  -1;     12
   1   1   2   3   6   1   1   0   0   1   1   0   1   0   1;     12
   1   1   2   3   6   1   1   0   1   0   0   0   0   2   1;     12
   1   1   2   4   4   0   1   0   0   1   1   1   0   0  -4;      8
   1   1   2   4   5   1   1   0   0   1   0   0   1   0  -3;     12
   1   1   2   4   5   1   1   0   1   1   2   0   1   0   3;     12
   1   1   3   3   3   0   0   0   0   1   0   1   0   2   2;      8
   1   1   3   3   3   0   1   0   0   1   1   0   1   2   0;      8
   1   1   3   3   3   0   1   0   1   0   0   1   1   0  -1;      8
   1   1   3   3   3   1   0   0   0   0   1   0   1   0   1;     12
   1   1   3   3   4   1   0   0   0   0   2   0   1   0   3;     12
   1   1   3   3   4   1   0   0   1   0   0   0   0   2   3;     12
   1   1   3   3   4   1   0   0   1   0   1   0   1   3   0;     12
   1   1   3   3   4   1   1   0   0   0   2   0   1   0  -2;     12
   1   1   3   3   4   1   1   0   0   0   2   1   1   2   2;     12
   1   2   2   2   3   1   0   0   0   0   1   1   0   0   1;      4
   1   2   2   2   3   1   0   1   0   0   1   0   0   1   1;      4
   1   2   2   2   4   1   0   0   0   1   2   1   0   1   0;      4
   1   2   2   2   4   1   0   2   0   0   1   0   1   0  -1;      4
   1   2   2   3   3   0   0   1   0   1   1   1   0   2   3;      4
   1   2   2   3   3   0   0   1   0   2   2   1   0   2   2;      4
   1   2   2   3   3   1   0   0   0   2   2   1   0   1   1;      4
   1   2   2   3   3   1   0   1   0  -1   1   0   2  -1   0;      4
   1   2   2   3   3   1   0   2   0   1   1   0   2   1   0;      4
   1   2   2   3   3   1   1   0   0   0   1   0   2  -2   0;      4
   1   2   2   3   3   1   1   0   0   2   0   0   1  -2   0;      4
   1   2   2   3   4   1   0   2   0   0   2   0   2   1   2;      4
   2   2   2   2   3   2   1   0   0   1   0   0   2   1  -1;      2
D=  272; GENUS#    1; MASS=      29/     768; HASSE SYMBOLS ARE  1 1          
   1   1   1   1  17   0   0   0   0   0   0   0   0   0   0;    768
   1   1   1   2   9   0   0   0   0   0   0   0   0   0   2;    192
   1   2   2   2   5   0   0   2   0   2   0   0   0   0   2;     96
   2   2   2   3   3   2   2   0   0   2   0   2   0   0   0;     48
D=  272; GENUS#    2; MASS=     145/     768; HASSE SYMBOLS ARE  1 1          
   1   1   1   1  18   0   0   0   0   0   0   1   1   1   1;    768
   1   1   1   4   6   0   0   0   0   0   0   1   1   1   4;    192
   1   1   1   4   6   0   0   0   1   1   1   1   1   1   1;     96
   1   1   2   2   9   0   0   0   1   1   2   0   0   2   1;     64
   1   2   2   2   6   0   0   2   1   2   0   0   0   2   0;     24
   2   2   2   2   3   0   0   0   2   2   0   0   2   1   0;     48
   2   2   2   2   4   1   0   0   2   2   2   0   2   0   0;     12
   2   2   2   2   5   0   0   0   2   2   2   0   1   1   0;     96
D=  272; GENUS#    3; MASS=       3/       4; HASSE SYMBOLS ARE -1-1          
   1   1   1   1  23   0   0   0   1   0   0   0   0   0   1;     96
   1   1   1   2  10   0   0   0   1   0   0   1   0   0   0;     32
   1   1   1   3   6   0   0   0   0   0   0   0   0   1   1;     32
   1   1   1   3   7   0   0   0   1   0   0   0   0   0   3;     32
   1   1   1   4   7   1   0   0   1   0   0   0   1   0  -3;     24
   1   1   1   4  10   1   1   0   1   0   0   0   0   0   2;     96
   1   1   2   3   4   0   0   0   0   0   1   0   0   2   3;     16
   1   1   2   3   4   0   0   0   1   1   0   0   0   2   1;     32
   1   1   2   3   4   0   1   0   0   0   1   0   0   1  -2;      8
   1   1   2   4   4   0   1   1   0   0   0   0   0   1   4;     32
   1   1   3   3   4   0   1   1   1   1   0   0   0   1   3;     32
   1   2   2   3   3   1   0   0   1   0   2   1   0   2   2;     16
   1   2   2   3   3   1   0   2   1   0   0   1   0   0   2;     16
   2   2   2   2   2   1   1   0   0   0   0   1   1   1   2;      8
   2   2   2   2   3   2   1  -1   0   0   2   1   1   0   0;     16
D=  272; GENUS#    4; MASS=     145/     192; HASSE SYMBOLS ARE  1 1          
   1   1   1   1  34   0   0   0   1   1   0   0   0   0   0;    192
   1   1   1   2   9   0   0   0   0   0   0   0   1   1   0;     64
   1   1   1   2  17   1   1   0   0   0   0   0   0   0   0;    192
   1   1   1   3   9   1   0   0   1   0   0   0   1   0   1;     24
   1   1   1   4   5   0   0   0   0   0   0   0   1   1   2;     32
   1   1   2   2   5   0   0   0   0   0   0   0   1   0   2;     32
   1   1   3   3   3   0   0   0   0   0   2   1   1   0   2;     16
   1   2   2   2   3   0   0   0   0   0   0   1   0   1   2;     16
   1   2   2   2   3   0   0   0   1   0   1   1   0   1   1;      8
   1   2   2   2   4   1   0   2   0   1   0   0   1   0   0;      8
   2   2   2   2   3   1   1   1   2   2   0   0   2   0   0;      4
D=  272; GENUS#    5; MASS=      12/       5; HASSE SYMBOLS ARE -1-1          
   1   1   1   1  55   1   0   0   1   0   1   0   0   0   1;    240
   1   1   1   2  14   1   0   0   1   0   0   0   0   1   1;     24
   1   1   1   3  10   1   0   0   1   0   1   0   1   0  -2;     24
   1   1   1   3  14   1   1   0   1   0   0   0   0   1   0;     48
   1   1   1   4  10   1   1   0   0   1   0   0   0   0   3;     48
   1   1   1   5   8   1   1   0   0   1   0   0   1   0   3;     48
   1   1   2   2   7   0   1   0   0   1   1   0   0   1  -2;      8
   1   1   2   2   8   1   0   0   1   0   1   0   0   0   2;     12
   1   1   2   3   4   0   0   0   1   1   0   0   1   1   2;      8
   1   1   2   3   5   0   1   0   0   1   2   1   1   0   0;      8
   1   1   2   3   5   1   0   0   1   1   1   1   1   1   0;     12
   1   1   3   3   3   0   0   0   1   1   1   0   1   2   0;      8
   1   1   3   3   4   1   1   0   0   1   0   0   0   2  -2;     24
   1   1   3   3   4   1   1   0   0   1   1   0   0   1  -2;     12
   1   1   3   3   4   1   1   0   0   1   1   0   1  -2   0;     12
